,entidad,nom_ent,mun,nom_mun,pobtot,pob_edo,prop_pob_mun
0,9,Distrito Federal,7,Iztapalapa,3631572,17702719,0.20514204625854368
1,15,México,33,Ecatepec de Morelos,3312214,30357152,0.10910819302153245
2,2,Baja California,4,Tijuana,3120719,6322359,0.4936004108593011
3,21,Puebla,114,Puebla,3079704,11567088,0.2662471315165926
4,14,Jalisco,39,Guadalajara,2990378,14729215,0.20302358272317975
5,11,Guanajuato,20,León,2875893,10990840,0.2616627118582383
6,8,Chihuahua,37,Juárez,2664951,6847912,0.38916256517315057
7,14,Jalisco,120,Zapopan,2488279,14729215,0.16893493645112792
8,9,Distrito Federal,5,Gustavo A. Madero,2371544,17702719,0.1339649575864589
9,19,Nuevo León,39,Monterrey,2271138,9320338,0.24367549760534435
10,15,México,58,Nezahualcóyotl,2224439,30357152,0.07327561557816754
11,2,Baja California,2,Mexicali,1877927,6322359,0.2970294790283184
12,25,Sinaloa,6,Culiacán,1720092,5550954,0.309873221792146
13,15,México,57,Naucalpan de Juárez,1667572,30357152,0.054931766985256064
14,31,Yucatán,50,Mérida,1661805,3916927,0.42426243838601024
15,8,Chihuahua,19,Chihuahua,1639804,6847912,0.23946043699159686
16,15,México,106,Toluca,1639131,30357152,0.05399488726742219
17,22,Querétaro,14,Querétaro,1604268,3660138,0.43830806379431597
18,1,Aguascalientes,1,Aguascalientes,1595820,2376187,0.6715885576345633
19,12,Guerrero,1,Acapulco de Juárez,1580291,6789085,0.2327693643546958
20,26,Sonora,30,Hermosillo,1571516,5346581,0.29392914836603057
21,24,San Luis Potosí,28,San Luis Potosí,1545526,5184349,0.2981138036810408
22,16,Michoacán de Ocampo,53,Morelia,1458876,8722733,0.1672498745519323
23,9,Distrito Federal,10,Álvaro Obregón,1454068,17702719,0.08213811674918413
24,5,Coahuila de Zaragoza,30,Saltillo,1450761,5506909,0.26344379396863105
25,19,Nuevo León,26,Guadalupe,1356050,9320338,0.1454936505521581
26,15,México,104,Tlalnepantla de Baz,1328450,30357152,0.04376069270266196
27,23,Quintana Roo,5,Benito Juárez,1323214,2656424,0.49811852324779476
28,9,Distrito Federal,12,Tlalpan,1301353,17702719,0.07351147583600011
29,27,Tabasco,4,Centro,1280775,4479437,0.2859232086532303
30,5,Coahuila de Zaragoza,35,Torreón,1279382,5506909,0.23232306907559214
31,9,Distrito Federal,3,Coyoacán,1240832,17702719,0.07009273547187864
32,15,México,31,Chimalhuacán,1228909,30357152,0.04048169604315978
33,28,Tamaulipas,32,Reynosa,1218934,6556450,0.1859137185519603
34,14,Jalisco,98,Tlaquepaque,1216264,14729215,0.08257493695353078
35,10,Durango,5,Durango,1166060,3281041,0.35539330352775234
36,7,Chiapas,101,Tuxtla Gutiérrez,1107144,9645256,0.11478637788359376
37,30,Veracruz de Ignacio de la Llave,193,Veracruz,1104464,15332413,0.07203458451060508
38,9,Distrito Federal,15,Cuauhtémoc,1063662,17702719,0.060084668349534326
39,11,Guanajuato,17,Irapuato,1059964,10990840,0.09644067241448333
40,19,Nuevo León,6,Apodaca,1046891,9320338,0.11232328698808992
41,15,México,121,Cuautitlán Izcalli,1023350,30357152,0.03371034278841441
42,28,Tamaulipas,22,Matamoros,980404,6556450,0.14953275019255846
43,15,México,13,Atizapán de Zaragoza,979884,30357152,0.03227852204317454
44,15,México,109,Tultitlán,973997,30357152,0.032084597395697724
45,14,Jalisco,101,Tonalá,957473,14729215,0.06500502572608248
46,2,Baja California,1,Ensenada,938550,6322359,0.14844933671118643
47,11,Guanajuato,7,Celaya,937612,10990840,0.08530849325438274
48,15,México,39,Ixtapaluca,934777,30357152,0.030792644843626964
49,30,Veracruz de Ignacio de la Llave,87,Xalapa,916042,15332413,0.059745455591367125
50,19,Nuevo León,46,San Nicolás de los Garza,886546,9320338,0.09511951176019583
51,25,Sinaloa,12,Mazatlán,879435,5550954,0.1584295240061438
52,9,Distrito Federal,17,Venustiano Carranza,861956,17702719,0.04869059944972295
53,25,Sinaloa,1,Ahome,834617,5550954,0.15035559653349675
54,14,Jalisco,97,Tlajomulco de Zúñiga,833812,14729215,0.056609398396316436
55,9,Distrito Federal,13,Xochimilco,830101,17702719,0.04689115835821604
56,9,Distrito Federal,2,Azcapotzalco,829422,17702719,0.046852802668335865
57,26,Sonora,18,Cajeme,821815,5346581,0.15370851016752576
58,9,Distrito Federal,14,Benito Juárez,770878,17702719,0.04354574006399808
59,9,Distrito Federal,6,Iztacalco,768652,17702719,0.04341999666830841
60,28,Tamaulipas,27,Nuevo Laredo,768281,6556450,0.11717941874032442
61,18,Nayarit,17,Tepic,760978,2178445,0.3493216491580003
62,9,Distrito Federal,16,Miguel Hidalgo,745778,17702719,0.042127878773876484
63,15,México,60,Nicolás Romero,733212,30357152,0.02415285860808023
64,17,Morelos,7,Cuernavaca,730388,3558947,0.2052258715850503
65,15,México,81,Tecámac,729214,30357152,0.024021159824215394
66,9,Distrito Federal,11,Tláhuac,720559,17702719,0.04070329535253878
67,19,Nuevo León,21,Gral. Escobedo,715891,9320338,0.07680955347327532
68,15,México,122,Valle de Chalco Solidaridad,715301,30357152,0.023562849374012425
69,10,Durango,7,Gómez Palacio,656842,3281041,0.20019317039927267
70,28,Tamaulipas,41,Victoria,644742,6556450,0.09833705740149014
71,7,Chiapas,89,Tapachula,641825,9645256,0.06654307568404613
72,16,Michoacán de Ocampo,102,Uruapan,631282,8722733,0.07237204211111357
73,15,México,25,Chalco,620311,30357152,0.020433767963476943
74,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,612433,15332413,0.039943680097842396
75,28,Tamaulipas,38,Tampico,595112,6556450,0.09076741224290584
76,25,Sinaloa,11,Guasave,572955,5550954,0.10321739290219303
77,15,México,20,Coacalco de Berriozábal,556134,30357152,0.018319702717830712
78,21,Puebla,156,Tehuacán,550003,11567088,0.047548959599857804
79,19,Nuevo León,48,Santa Catarina,537981,9320338,0.057721189939678154
80,24,San Luis Potosí,35,Soledad de Graciano Sánchez,536167,5184349,0.10342031371730569
81,13,Hidalgo,48,Pachuca de Soto,535785,5333562,0.10045538047556211
82,20,Oaxaca,67,Oaxaca de Juárez,526736,7615962,0.06916210978993856
83,11,Guanajuato,27,Salamanca,522368,10990840,0.04752757750999924
84,4,Campeche,2,Campeche,519464,1653874,0.3140892232419156
85,19,Nuevo León,31,Juárez,514169,9320338,0.05516634697153687
86,14,Jalisco,67,Puerto Vallarta,511556,14729215,0.03473070357110002
87,15,México,70,La Paz,507690,30357152,0.01672390084550751
88,3,Baja California Sur,3,La Paz,506961,1283644,0.3949389394567341
89,27,Tabasco,2,Cárdenas,497020,4479437,0.11095590807505497
90,23,Quintana Roo,4,Othón P. Blanco,491007,2656424,0.1848375861684731
91,15,México,37,Huixquilucan,484345,30357152,0.015954889312409806
92,22,Querétaro,16,San Juan del Río,484185,3660138,0.13228599577392983
93,12,Guerrero,29,Chilpancingo de los Bravo,483774,6789085,0.07125761424404024
94,3,Baja California Sur,8,Los Cabos,479013,1283644,0.3731665477344186
95,9,Distrito Federal,8,La Magdalena Contreras,478192,17702719,0.02701234765122804
96,15,México,99,Texcoco,470354,30357152,0.015494009451215977
97,4,Campeche,3,Carmen,445195,1653874,0.26918314212570005
98,26,Sonora,43,Nogales,443136,5346581,0.08288212597920054
99,5,Coahuila de Zaragoza,18,Monclova,432729,5506909,0.07857929012446002
100,15,México,54,Metepec,428330,30357152,0.014109689868140464
101,32,Zacatecas,10,Fresnillo,427939,2991119,0.1430698678320722
102,28,Tamaulipas,3,Altamira,426101,6556450,0.06498959040334328
103,7,Chiapas,59,Ocosingo,400669,9645256,0.04154052520741803
104,28,Tamaulipas,9,Ciudad Madero,394432,6556450,0.06015938503305905
105,17,Morelos,11,Jiutepec,393911,3558947,0.11068189551572417
106,30,Veracruz de Ignacio de la Llave,44,Córdoba,393143,15332413,0.02564129990497908
107,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,386703,15332413,0.02522127469433546
108,27,Tabasco,5,Comalcalco,385606,4479437,0.08608358595064514
109,9,Distrito Federal,4,Cuajimalpa de Morelos,372812,17702719,0.021059589772621935
110,16,Michoacán de Ocampo,108,Zamora,372645,8722733,0.04272112880217702
111,7,Chiapas,78,San Cristóbal de las Casas,371875,9645256,0.038555223417605505
112,27,Tabasco,8,Huimanguillo,358996,4479437,0.08014310726995379
113,16,Michoacán de Ocampo,52,Lázaro Cárdenas,358091,8722733,0.041052615046224615
114,26,Sonora,55,San Luis Río Colorado,358026,5346581,0.06696354174752052
115,17,Morelos,6,Cuautla,350458,3558947,0.09847238523080001
116,15,México,29,Chicoloapan,350112,30357152,0.011533097702972927
117,11,Guanajuato,37,Silao,346991,10990840,0.0315709263350208
118,11,Guanajuato,15,Guanajuato,343752,10990840,0.0312762263848805
119,24,San Luis Potosí,13,Ciudad Valles,336593,5184349,0.06492483434274969
120,15,México,118,Zinacantepec,335528,30357152,0.011052683730015254
121,6,Colima,7,Manzanillo,323815,1305330,0.24807136892586548
122,11,Guanajuato,3,San Miguel de Allende,321605,10990840,0.029261184768407146
123,32,Zacatecas,17,Guadalupe,320283,2991119,0.10707798653279926
124,23,Quintana Roo,8,Solidaridad,319440,2656424,0.12025188749988706
125,15,México,120,Zumpango,319354,30357152,0.010519893302243899
126,30,Veracruz de Ignacio de la Llave,124,Papantla,317785,15332413,0.0207263527273887
127,26,Sonora,42,Navojoa,316172,5346581,0.059135361458098175
128,30,Veracruz de Ignacio de la Llave,108,Minatitlán,316094,15332413,0.020616063498941753
129,30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,315111,15332413,0.0205519509551432
130,20,Oaxaca,184,San Juan Bautista Tuxtepec,311913,7615962,0.04095516758093068
131,16,Michoacán de Ocampo,112,Zitácuaro,311152,8722733,0.03567138877230336
132,8,Chihuahua,17,Cuauhtémoc,310192,6847912,0.045297311063576755
133,14,Jalisco,53,Lagos de Moreno,308654,14729215,0.020955224022461482
134,5,Coahuila de Zaragoza,25,Piedras Negras,306540,5506909,0.055664620570269094
135,27,Tabasco,12,Macuspana,306307,4479437,0.06838069159137633
136,13,Hidalgo,77,Tulancingo de Bravo,303189,5333562,0.05684550024917682
137,11,Guanajuato,23,Pénjamo,300776,10990840,0.027366061192775074
138,26,Sonora,29,Guaymas,299488,5346581,0.05601486258227454
139,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,297184,10990840,0.027039243588297165
140,15,México,5,Almoloya de Juárez,295345,30357152,0.009729008834557339
141,6,Colima,2,Colima,294370,1305330,0.22551385473405192
142,30,Veracruz de Ignacio de la Llave,189,Tuxpan,287728,15332413,0.0187659959329298
143,19,Nuevo León,18,García,287445,9320338,0.030840619728597824
144,22,Querétaro,6,Corregidora,286390,3660138,0.07824568363269363
145,15,México,42,Ixtlahuaca,282965,30357152,0.009321197192674728
146,10,Durango,12,Lerdo,282716,3281041,0.08616655506590744
147,7,Chiapas,19,Comitán de Domínguez,282472,9645256,0.02928610707688837
148,11,Guanajuato,42,Valle de Santiago,282374,10990840,0.025691757863821146
149,21,Puebla,132,San Martín Texmelucan,282252,11567088,0.024401301347409133
150,12,Guerrero,35,Iguala de la Independencia,280815,6789085,0.041362716772584227
151,15,México,24,Cuautitlán,280151,30357152,0.00922850075000448
152,8,Chihuahua,21,Delicias,276989,6847912,0.040448679831166054
153,32,Zacatecas,56,Zacatecas,276537,2991119,0.09245269078227913
154,14,Jalisco,70,El Salto,276512,14729215,0.0187730303346105
155,30,Veracruz de Ignacio de la Llave,28,Boca del Río,276133,15332413,0.01800975488985328
156,5,Coahuila de Zaragoza,2,Acuña,273870,5506909,0.04973207292875186
157,15,México,2,Acolman,273122,30357152,0.008996957290328157
158,14,Jalisco,93,Tepatitlán de Morelos,272886,14729215,0.01852685292461275
159,25,Sinaloa,18,Navolato,271977,5550954,0.04899644277362054
160,15,México,51,Lerma,269601,30357152,0.008880971442907424
161,15,México,108,Tultepec,263138,30357152,0.00866807268349811
162,9,Distrito Federal,9,Milpa Alta,261338,17702719,0.01476259098955364
163,13,Hidalgo,51,Mineral de la Reforma,254852,5333562,0.047782701316681046
164,21,Puebla,19,Atlixco,254380,11567088,0.02199170612344265
165,27,Tabasco,6,Cunduacán,252832,4479437,0.056442807433166264
166,18,Nayarit,20,Bahía de Banderas,249091,2178445,0.11434348813029477
167,16,Michoacán de Ocampo,6,Apatzingán,247877,8722733,0.028417354973492827
168,13,Hidalgo,28,Huejutla de Reyes,245880,5333562,0.04610052344005751
169,19,Nuevo León,19,San Pedro Garza García,245350,9320338,0.02632415262193281
170,15,México,74,San Felipe del Progreso,242797,30357152,0.007998016414715056
171,30,Veracruz de Ignacio de la Llave,118,Orizaba,241998,15332413,0.015783425609524084
172,12,Guerrero,28,Chilapa de Álvarez,241903,6789085,0.0356311638460853
173,21,Puebla,140,San Pedro Cholula,240953,11567088,0.02083091267223004
174,6,Colima,10,Villa de Álvarez,240141,1305330,0.18396957091310243
175,28,Tamaulipas,33,Río Bravo,237850,6556450,0.036277253696741375
176,12,Guerrero,38,Zihuatanejo de Azueta,236865,6789085,0.03488909035606418
177,16,Michoacán de Ocampo,34,Hidalgo,235738,8722733,0.02702570398520739
178,30,Veracruz de Ignacio de la Llave,48,Cosoleacaque,235712,15332413,0.01537344448000455
179,22,Querétaro,11,El Marqués,233409,3660138,0.06377054635644885
180,28,Tamaulipas,21,El Mante,232121,6556450,0.03540345766382722
181,11,Guanajuato,33,San Luis de la Paz,232099,10990840,0.02111749420426464
182,27,Tabasco,13,Nacajuca,230135,4479437,0.051375876030849414
183,11,Guanajuato,31,San Francisco del Rincón,227400,10990840,0.02068995636366283
184,6,Colima,9,Tecomán,226876,1305330,0.1738073897022209
185,7,Chiapas,65,Palenque,223654,9645256,0.023187979665858532
186,7,Chiapas,52,Las Margaritas,223534,9645256,0.023175538316453186
187,7,Chiapas,31,Chilón,223444,9645256,0.023166207304399177
188,11,Guanajuato,2,Acámbaro,218452,10990840,0.019875823867875432
189,17,Morelos,18,Temixco,216276,3558947,0.06076966023939103
190,5,Coahuila de Zaragoza,17,Matamoros,214694,5506909,0.03898629884750229
191,8,Chihuahua,32,Hidalgo del Parral,214667,6847912,0.03134780353485851
192,11,Guanajuato,30,San Felipe,214645,10990840,0.019529444519254216
193,30,Veracruz de Ignacio de la Llave,160,Álamo Temapache,209541,15332413,0.013666537680663832
194,12,Guerrero,55,Taxco de Alarcón,208202,6789085,0.030667166488562155
195,13,Hidalgo,76,Tula de Allende,207906,5333562,0.03898070370232876
196,5,Coahuila de Zaragoza,33,San Pedro,206025,5506909,0.037412094516179585
197,27,Tabasco,3,Centla,204533,4479437,0.04566042562938155
198,30,Veracruz de Ignacio de la Llave,155,Tantoyuca,204510,15332413,0.013338409290175005
199,2,Baja California,3,Tecate,203329,6322359,0.03216030598705325
200,30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,203285,15332413,0.013258513190324315
201,14,Jalisco,23,Zapotlán el Grande,202362,14729215,0.013738817717033799
202,21,Puebla,15,Amozoc,201974,11567088,0.017461093059895454
203,7,Chiapas,108,Villaflores,201533,9645256,0.020894520580894898
204,21,Puebla,119,San Andrés Cholula,200878,11567088,0.017366341468137876
205,15,México,35,Huehuetoca,200062,30357152,0.0065902756622228595
206,1,Aguascalientes,5,Jesús María,199816,2376187,0.08409102482254133
207,16,Michoacán de Ocampo,69,La Piedad,199737,8722733,0.022898442495029942
208,30,Veracruz de Ignacio de la Llave,123,Pánuco,196187,15332413,0.012795572360332323
209,25,Sinaloa,10,El Fuerte,195791,5550954,0.03527159475650492
210,17,Morelos,29,Yautepec,195724,3558947,0.05499491844076352
211,21,Puebla,71,Huauchinango,195552,11567088,0.016905897145418104
212,13,Hidalgo,69,Tizayuca,194985,5333562,0.036558120070601975
213,11,Guanajuato,28,Salvatierra,194163,10990840,0.017665892688820874
214,24,San Luis Potosí,37,Tamazunchale,194084,5184349,0.037436522888408943
215,30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,188864,15332413,0.012317956736490205
216,15,México,114,Villa Victoria,188751,30357152,0.006217678127381646
217,15,México,14,Atlacomulco,187504,30357152,0.00617660049269444
218,18,Nayarit,15,Santiago Ixcuintla,186404,2178445,0.08556745752130533
219,20,Oaxaca,43,Heroica Ciudad de Juchitán de Zaragoza,186311,7615962,0.024463226050760234
220,14,Jalisco,63,Ocotlán,186028,14729215,0.012629865203271185
221,24,San Luis Potosí,24,Rioverde,184640,5184349,0.035614886266337395
222,21,Puebla,174,Teziutlán,184522,11567088,0.015952329575084065
223,24,San Luis Potosí,20,Matehuala,183523,5184349,0.03539943009237997
224,15,México,124,San José del Rincón,182690,30357152,0.006018021716925224
225,15,México,88,Tenancingo,181893,30357152,0.005991767607185285
226,2,Baja California,5,Playas de Rosarito,181834,6322359,0.02876046741414083
227,30,Veracruz de Ignacio de la Llave,175,Tihuatlán,180457,15332413,0.011769641216943478
228,15,México,87,Temoaya,180020,30357152,0.005930068802238102
229,29,Tlaxcala,33,Tlaxcala,179602,2342829,0.07666031110251752
230,25,Sinaloa,17,Sinaloa,177892,5550954,0.03204710397528065
231,15,México,95,Tepotzotlán,177167,30357152,0.005836087654072424
232,11,Guanajuato,11,Cortazar,177008,10990840,0.01610504747589811
233,7,Chiapas,27,Chiapa de Corzo,176027,9645256,0.018250111764788825
234,16,Michoacán de Ocampo,66,Pátzcuaro,175681,8722733,0.02014059125735019
235,19,Nuevo León,9,Cadereyta Jiménez,174529,9320338,0.018725608448963975
236,30,Veracruz de Ignacio de la Llave,38,Coatepec,173616,15332413,0.01132346226259363
237,27,Tabasco,14,Paraíso,173240,4479437,0.038674503068131104
238,13,Hidalgo,30,Ixmiquilpan,172726,5333562,0.032384736504422376
239,7,Chiapas,97,Tonalá,171523,9645256,0.017783146450441545
240,11,Guanajuato,5,Apaseo el Grande,171080,10990840,0.015565689246681782
241,29,Tlaxcala,13,Huamantla,170166,2342829,0.07263270174647829
242,11,Guanajuato,1,Abasolo,169125,10990840,0.01538781385226243
243,30,Veracruz de Ignacio de la Llave,3,Acayucan,168494,15332413,0.01098939873325875
244,15,México,45,Jilotepec,167517,30357152,0.005518205396869904
245,17,Morelos,8,Emiliano Zapata,167010,3558947,0.04692680166352576
246,27,Tabasco,10,Jalpa de Méndez,166732,4479437,0.037221641916160446
247,7,Chiapas,61,Ocozocoautla de Espinosa,166727,9645256,0.01728590718587459
248,4,Campeche,4,Champotón,166659,1653874,0.1007688614731231
249,20,Oaxaca,79,Salina Cruz,164761,7615962,0.021633642604834424
250,26,Sonora,17,Caborca,163525,5346581,0.030584966355134243
251,12,Guerrero,66,Tlapa de Comonfort,163036,6789085,0.02401442904308902
252,13,Hidalgo,63,Tepeji del Río de Ocampo,161310,5333562,0.030244328274425233
253,16,Michoacán de Ocampo,50,Maravatío,160570,8722733,0.018408221368234015
254,7,Chiapas,17,Cintalapa,160520,9645256,0.01664237838788312
255,23,Quintana Roo,1,Cozumel,159375,2656424,0.059996069904503194
256,26,Sonora,2,Agua Prieta,159349,5346581,0.02980390645909975
257,26,Sonora,33,Huatabampo,158944,5346581,0.029728157115734337
258,11,Guanajuato,35,Santa Cruz de Juventino Rosas,158901,10990840,0.014457584679605926
259,19,Nuevo León,33,Linares,158421,9320338,0.016997344946073845
260,25,Sinaloa,15,Salvador Alvarado,158338,5550954,0.028524466244901327
261,21,Puebla,41,Cuautlancingo,158325,11567088,0.013687541756404032
262,17,Morelos,4,Ayala,157897,3558947,0.04436621281519506
263,31,Yucatán,41,Kanasín,157508,3916927,0.04021213568698115
264,16,Michoacán de Ocampo,88,Tarímbaro,157474,8722733,0.018053286739374
265,30,Veracruz de Ignacio de la Llave,61,Las Choapas,156916,15332413,0.01023426645238424
266,15,México,67,Otzolotepec,156300,30357152,0.005148704331684343
267,15,México,90,Tenango del Valle,155930,30357152,0.005136516100061033
268,11,Guanajuato,9,Comonfort,155882,10990840,0.014182901397891336
269,20,Oaxaca,385,Santa Cruz Xoxocotlán,155666,7615962,0.020439440217795205
270,7,Chiapas,107,Villa Corzo,154227,9645256,0.01598993328948449
271,7,Chiapas,23,Chamula,153882,9645256,0.01595416440994412
272,29,Tlaxcala,5,Apizaco,153035,2342829,0.06532060171698403
273,21,Puebla,208,Zacatlán,152636,11567088,0.013195715291523675
274,5,Coahuila de Zaragoza,27,Ramos Arizpe,151396,5506909,0.02749201049082162
275,21,Puebla,197,Xicotepec,151314,11567088,0.013081425506575208
276,5,Coahuila de Zaragoza,10,Frontera,150518,5506909,0.027332574407893793
277,23,Quintana Roo,2,Felipe Carrillo Puerto,150458,2656424,0.056639301557281516
278,21,Puebla,164,Tepeaca,149526,11567088,0.012926849004693316
279,31,Yucatán,102,Valladolid,149016,3916927,0.03804410957875906
280,31,Yucatán,96,Tizimín,147405,3916927,0.037632817767602
281,12,Guerrero,21,Coyuca de Benítez,147089,6789085,0.021665511626382642
282,16,Michoacán de Ocampo,107,Zacapu,146962,8722733,0.016848159859988835
283,7,Chiapas,99,La Trinitaria,146380,9645256,0.015176372716286638
284,14,Jalisco,8,Arandas,146185,14729215,0.009924833061368172
285,16,Michoacán de Ocampo,76,Sahuayo,145713,8722733,0.016704970792984265
286,21,Puebla,85,Izúcar de Matamoros,145670,11567088,0.012593489389896576
287,15,México,76,San Mateo Atenco,145158,30357152,0.004781673853989993
288,11,Guanajuato,32,San José Iturbide,145137,10990840,0.013205269115008498
289,3,Baja California Sur,1,Comondú,143746,1283644,0.11198276157563936
290,21,Puebla,154,Tecamachalco,143213,11567088,0.012381076378082365
291,7,Chiapas,96,Tila,142922,9645256,0.01481785449758928
292,15,México,82,Tejupilco,142216,30357152,0.0046847609420014105
293,11,Guanajuato,46,Yuriria,141687,10990840,0.012891371360150816
294,15,México,101,Tianguistenco,141372,30357152,0.004656958597433646
295,18,Nayarit,4,Compostela,141352,2178445,0.06488665079907915
296,30,Veracruz de Ignacio de la Llave,128,Perote,140602,15332413,0.009170246066291066
297,16,Michoacán de Ocampo,82,Tacámbaro,140075,8722733,0.01605861373952407
298,32,Zacatecas,38,Pinos,140072,2991119,0.04682929699553913
299,20,Oaxaca,39,Heroica Ciudad de Huajuapan de León,139684,7615962,0.01834095285664503
300,29,Tlaxcala,25,San Pablo del Monte,139286,2342829,0.05945205561310706
301,7,Chiapas,57,Motozintla,138758,9645256,0.014386139673223811
302,14,Jalisco,83,Tala,138309,14729215,0.009390113458184975
303,15,México,47,Jiquipilco,138101,30357152,0.004549208041650284
304,11,Guanajuato,25,Purísima del Rincón,137776,10990840,0.01253552958645563
305,16,Michoacán de Ocampo,71,Puruándiro,135701,8722733,0.015557165397588118
306,7,Chiapas,34,Frontera Comalapa,134476,9645256,0.013942190855276418
307,5,Coahuila de Zaragoza,20,Múzquiz,134054,5506909,0.02434287546788952
308,29,Tlaxcala,10,Chiautempan,132316,2342829,0.0564770198763973
309,14,Jalisco,73,San Juan de los Lagos,131111,14729215,0.00890142482134995
310,30,Veracruz de Ignacio de la Llave,85,Ixtaczoquitlán,130821,15332413,0.008532316472299566
311,17,Morelos,28,Xochitepec,129334,3558947,0.03634052431800754
312,11,Guanajuato,4,Apaseo el Alto,129060,10990840,0.011742505577371703
313,14,Jalisco,18,La Barca,128780,14729215,0.008743167914922825
314,22,Querétaro,4,Cadereyta de Montes,128625,3660138,0.035142117592287504
315,16,Michoacán de Ocampo,75,Los Reyes,128364,8722733,0.014716029941533234
316,16,Michoacán de Ocampo,43,Jacona,128229,8722733,0.014700553140856196
317,22,Querétaro,12,Pedro Escobedo,128186,3660138,0.035022176759455514
318,14,Jalisco,124,Zapotlanejo,127549,14729215,0.00865959251732017
319,22,Querétaro,17,Tequisquiapan,126993,3660138,0.03469623276499411
320,21,Puebla,74,Huejotzingo,126967,11567088,0.010976574225077218
321,28,Tamaulipas,40,Valle Hermoso,126877,6556450,0.019351478315246817
322,15,México,91,Teoloyucan,126230,30357152,0.00415816345354136
323,30,Veracruz de Ignacio de la Llave,109,Misantla,126189,15332413,0.00823021138290496
324,32,Zacatecas,39,Río Grande,125495,2991119,0.041955870027237295
325,12,Guerrero,12,Ayutla de los Libres,125477,6789085,0.018482166595351214
326,15,México,85,Temascalcingo,125390,30357152,0.004130492873639794
327,12,Guerrero,57,Técpan de Galeana,124891,6789085,0.01839585157646428
328,22,Querétaro,1,Amealco de Bonfil,124458,3660138,0.034003635928481386
329,20,Oaxaca,515,Santo Domingo Tehuantepec,123800,7615962,0.01625533320675707
330,15,México,62,Ocoyoacac,123615,30357152,0.00407202230301446
331,30,Veracruz de Ignacio de la Llave,65,Emiliano Zapata,123594,15332413,0.008060962093833501
332,7,Chiapas,106,Venustiano Carranza,123502,9645256,0.01280442945215762
333,17,Morelos,17,Puente de Ixtla,123265,3558947,0.03463524463837197
334,15,México,110,Valle de Bravo,123221,30357152,0.004059043483393963
335,12,Guerrero,46,Ometepec,122899,6789085,0.018102439430350333
336,12,Guerrero,11,Atoyac de Álvarez,122867,6789085,0.01809772598221999
337,32,Zacatecas,42,Sombrerete,122654,2991119,0.04100605826782552
338,15,México,48,Jocotitlán,122429,30357152,0.004032954079486771
339,5,Coahuila de Zaragoza,28,Sabinas,121963,5506909,0.022147269911305962
340,26,Sonora,26,Etchojoa,121903,5346581,0.022800178282158263
341,15,México,1,Acambay,121861,30357152,0.004014243496886664
342,21,Puebla,10,Ajalpan,121305,11567088,0.010487081969117898
343,30,Veracruz de Ignacio de la Llave,10,Altotonga,120863,15332413,0.007882842707145966
344,21,Puebla,1,Acajete,120773,11567088,0.010441089408155276
345,15,México,113,Villa Guerrero,119987,30357152,0.003952511750772931
346,3,Baja California Sur,2,Mulegé,119796,1283644,0.0933249405598437
347,30,Veracruz de Ignacio de la Llave,68,Fortín,119581,15332413,0.007799228992853245
348,19,Nuevo León,38,Montemorelos,119205,9320338,0.012789772216415328
349,8,Chihuahua,50,Nuevo Casas Grandes,118912,6847912,0.01736470912593503
350,11,Guanajuato,41,Uriangato,118645,10990840,0.010794898297127426
351,30,Veracruz de Ignacio de la Llave,105,Medellín,118570,15332413,0.007733290252486677
352,27,Tabasco,17,Tenosique,118027,4479437,0.02634862372213294
353,22,Querétaro,5,Colón,116683,3660138,0.031879399082766824
354,30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,116270,15332413,0.007583281248685383
355,21,Puebla,53,Chignahuapan,115968,11567088,0.01002568667239326
356,14,Jalisco,13,Atotonilco el Alto,115691,14729215,0.007854525852192394
357,14,Jalisco,15,Autlán de Navarro,115579,14729215,0.007846921916748448
358,32,Zacatecas,20,Jerez,115440,2991119,0.03859425185022729
359,28,Tamaulipas,35,San Fernando,115295,6556450,0.017584973575639255
360,7,Chiapas,77,Salto de Agua,115118,9645256,0.011935193840370851
361,30,Veracruz de Ignacio de la Llave,45,Cosamaloapan de Carpio,114916,15332413,0.007494971600360622
362,14,Jalisco,6,Ameca,114802,14729215,0.007794169614606074
363,26,Sonora,48,Puerto Peñasco,114782,5346581,0.02146829908683699
364,27,Tabasco,1,Balancán,114308,4479437,0.025518385457815346
365,11,Guanajuato,26,Romita,113903,10990840,0.010363448107696955
366,30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,113237,15332413,0.007385465027585678
367,15,México,11,Atenco,112490,30357152,0.0037055518251514503
368,11,Guanajuato,44,Villagrán,111858,10990840,0.010177384076194358
369,5,Coahuila de Zaragoza,9,Francisco I. Madero,111628,5506909,0.02027053652057806
370,30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,110879,15332413,0.007231673188036351
371,19,Nuevo León,25,Gral. Zuazua,110637,9320338,0.011870492250388344
372,17,Morelos,12,Jojutla,110341,3558947,0.03100383343724984
