,entidad,nom_ent,mun,nom_mun,pobtot,pob_edo,prop_pob_mun
740,5,Coahuila de Zaragoza,6,Castaños,51976,5506909,0.009438325565212718
741,30,Veracruz de Ignacio de la Llave,34,Cerro Azul,51686,15332413,0.003371028421945065
742,12,Guerrero,68,La Unión de Isidoro Montes de Oca,51673,6789085,0.007611187663727881
743,21,Puebla,172,Tetela de Ocampo,51620,11567088,0.004462661648290391
744,15,México,80,Sultepec,51618,30357152,0.0017003571349512628
745,21,Puebla,106,Ocoyucan,51444,11567088,0.004447446064212531
746,7,Chiapas,75,Las Rosas,51294,9645256,0.005318054803314707
747,15,México,52,Malinalco,51255,30357152,0.0016883994914938002
748,22,Querétaro,9,Jalpan de Serra,51241,3660138,0.013999745364792256
749,30,Veracruz de Ignacio de la Llave,66,Espinal,51218,15332413,0.003340504850736802
750,16,Michoacán de Ocampo,73,Quiroga,51201,8722733,0.005869834603443668
751,16,Michoacán de Ocampo,113,José Sixto Verduzco,51174,8722733,0.005866739243308262
752,15,México,16,Axapusco,51132,30357152,0.0016843477280082137
753,21,Puebla,118,Los Reyes de Juárez,51130,11567088,0.004420300078982714
754,30,Veracruz de Ignacio de la Llave,16,La Antigua,51060,15332413,0.003330199884388713
755,32,Zacatecas,48,Tlaltenango de Sánchez Román,51042,2991119,0.017064516657478355
756,16,Michoacán de Ocampo,64,Parácuaro,50933,8722733,0.005839110288025554
757,30,Veracruz de Ignacio de la Llave,25,Ayahualulco,50932,15332413,0.003321851557220641
758,30,Veracruz de Ignacio de la Llave,158,Tecolutla,50835,15332413,0.0033155250905385863
759,23,Quintana Roo,7,Lázaro Cárdenas,50806,2656424,0.019125711859251385
760,16,Michoacán de Ocampo,68,Peribán,50804,8722733,0.0058243213451563865
761,21,Puebla,69,Huaquechula,50775,11567088,0.004389609554280213
762,21,Puebla,17,Atempan,50772,11567088,0.004389350197733431
763,17,Morelos,19,Tepalcingo,50759,3558947,0.014262364682587294
764,28,Tamaulipas,37,Soto la Marina,50699,6556450,0.0077326907091490055
765,21,Puebla,83,Ixtacamaxtitlán,50697,11567088,0.004382866284063889
766,10,Durango,13,Mapimí,50535,3281041,0.015402123899091782
767,7,Chiapas,76,Sabanilla,50382,9645256,0.005223500547834085
768,12,Guerrero,2,Ahuacuotzingo,50285,6789085,0.007406741851074187
769,29,Tlaxcala,24,Panotla,50258,2342829,0.021451843049578097
770,17,Morelos,15,Miacatlán,50010,3558947,0.014051909174258565
771,10,Durango,22,Poanas,49877,3281041,0.015201577791926404
772,12,Guerrero,45,Olinalá,49760,6789085,0.0073294118426857225
773,30,Veracruz de Ignacio de la Llave,121,Ozuluama de Mascareñas,49752,15332413,0.0032448904161399774
774,15,México,75,San Martín de las Pirámides,49717,30357152,0.0016377359773406938
775,12,Guerrero,40,Leonardo Bravo,49516,6789085,0.0072934718006918454
776,24,San Luis Potosí,55,Zaragoza,49438,5184349,0.009536009246291097
777,19,Nuevo León,12,Ciénega de Flores,49204,9320338,0.005279207685386517
778,7,Chiapas,44,Ixtapa,49132,9645256,0.005093903158195075
779,30,Veracruz de Ignacio de la Llave,69,Gutiérrez Zamora,48802,15332413,0.0031829301754394434
780,12,Guerrero,39,Juan R. Escudero,48755,6789085,0.00718138011234209
781,20,Oaxaca,439,Santa María Tonameca,48652,7615962,0.006388162125808926
782,16,Michoacán de Ocampo,8,Aquila,48591,8722733,0.005570616457020981
783,21,Puebla,195,Vicente Guerrero,48455,11567088,0.004189040491435701
784,8,Chihuahua,5,Ascensión,48412,6847912,0.00706960019346043
785,31,Yucatán,58,Peto,48407,3916927,0.012358412602532547
786,21,Puebla,50,Chichiquila,48303,11567088,0.004175899759732095
787,30,Veracruz de Ignacio de la Llave,169,José Azueta,48254,15332413,0.003147188899751135
788,14,Jalisco,2,Acatlán de Juárez,48046,14729215,0.0032619525208913034
789,28,Tamaulipas,16,Hidalgo,47932,6556450,0.0073106635450586824
790,14,Jalisco,37,El Grullo,47796,14729215,0.003244979450703924
791,30,Veracruz de Ignacio de la Llave,151,Tamiahua,47578,15332413,0.003103099296894755
792,32,Zacatecas,19,Jalpa,47341,2991119,0.01582718708282753
793,30,Veracruz de Ignacio de la Llave,127,La Perla,47306,15332413,0.003085359101662602
794,29,Tlaxcala,23,Natívitas,47293,2342829,0.02018627906688879
795,13,Hidalgo,80,Yahualica,47216,5333562,0.008852620443898469
796,13,Hidalgo,27,Huehuetla,47202,5333562,0.008849995556440518
797,18,Nayarit,11,Ruíz,47155,2178445,0.02164617422060231
798,14,Jalisco,43,La Huerta,47096,14729215,0.0031974548541792622
799,30,Veracruz de Ignacio de la Llave,33,Cazones de Herrera,47069,15332413,0.0030699016521404687
800,15,México,50,Juchitepec,47010,30357152,0.0015485642394912407
801,16,Michoacán de Ocampo,103,Venustiano Carranza,46964,8722733,0.005384092348120709
802,30,Veracruz de Ignacio de la Llave,159,Tehuipango,46958,15332413,0.0030626620871744064
803,11,Guanajuato,13,Doctor Mora,46687,10990840,0.004247809994504514
804,5,Coahuila de Zaragoza,4,Arteaga,46233,5506909,0.008395453783601655
805,26,Sonora,12,Bácum,46184,5346581,0.008638043639477266
806,8,Chihuahua,48,Namiquipa,46178,6847912,0.006743369365727831
807,16,Michoacán de Ocampo,89,Tepalcatepec,46153,8722733,0.005291116901090518
808,28,Tamaulipas,43,Xicoténcatl,46131,6556450,0.007035972210571269
809,30,Veracruz de Ignacio de la Llave,21,Atoyac,46083,15332413,0.0030055934444239143
810,21,Puebla,205,Yehualtepec,45958,11567088,0.003973169392331069
811,30,Veracruz de Ignacio de la Llave,208,Carlos A. Carrillo,45912,15332413,0.002994440601097818
812,14,Jalisco,47,Jamay,45791,14729215,0.003108855427801142
813,15,México,7,Amanalco,45736,30357152,0.0015065971933071983
814,11,Guanajuato,22,Ocampo,45719,10990840,0.0041597366534314026
815,15,México,30,Chiconcuac,45638,30357152,0.0015033689589853487
816,5,Coahuila de Zaragoza,3,Allende,45500,5506909,0.008262348261066236
817,25,Sinaloa,16,San Ignacio,45375,5550954,0.00817427058484001
818,16,Michoacán de Ocampo,61,Ocampo,45256,8722733,0.005188282158814216
819,30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano,45252,15332413,0.002951394539137447
820,13,Hidalgo,25,Huautla,45244,5333562,0.008482886296250049
821,12,Guerrero,74,Zitlala,45186,6789085,0.0066556833505546035
822,30,Veracruz de Ignacio de la Llave,117,Omealca,45168,15332413,0.0029459159494334
823,8,Chihuahua,2,Aldama,45150,6847912,0.006593250614201818
824,20,Oaxaca,85,San Agustín Loxicha,45146,7615962,0.005927813190244384
825,18,Nayarit,14,Santa María del Oro,45138,2178445,0.02072028442306324
826,20,Oaxaca,401,Santa María Colotepec,45129,7615962,0.005925581036249918
827,7,Chiapas,39,Huitiupán,45122,9645256,0.004678154732233131
828,20,Oaxaca,190,San Juan Cotzocón,45099,7615962,0.005921641940965567
829,16,Michoacán de Ocampo,10,Arteaga,45040,8722733,0.005163519277730959
830,20,Oaxaca,559,San Juan Bautista Valle Nacional,44975,7615962,0.005905360347123581
831,13,Hidalgo,18,Chapulhuacán,44912,5333562,0.00842063896510437
832,8,Chihuahua,10,Buenaventura,44867,6847912,0.006551924148557983
833,14,Jalisco,118,Yahualica de González Gallo,44839,14729215,0.0030442219765276016
834,32,Zacatecas,16,General Pánfilo Natera,44798,2991119,0.014977003589626491
835,32,Zacatecas,29,Miguel Auza,44644,2991119,0.014925517841316243
836,10,Durango,36,Tlahualilo,44612,3281041,0.013596904153285497
837,13,Hidalgo,50,Progreso de Obregón,44445,5333562,0.008333080219185602
838,5,Coahuila de Zaragoza,31,San Buenaventura,44417,5506909,0.008065686213445692
839,15,México,73,San Antonio la Isla,44304,30357152,0.0014594254428083372
840,26,Sonora,71,Benito Juárez,44251,5346581,0.008276504180896165
841,32,Zacatecas,14,General Francisco R. Murguía,44059,2991119,0.014729938862345497
842,21,Puebla,149,Santiago Miahuatlán,43993,11567088,0.003803290854189058
843,14,Jalisco,105,Tototlán,43990,14729215,0.0029865814301712618
844,30,Veracruz de Ignacio de la Llave,51,Coyutla,43680,15332413,0.002848866646104563
845,12,Guerrero,67,Tlapehuala,43673,6789085,0.006432825631141752
846,16,Michoacán de Ocampo,22,Charo,43593,8722733,0.004997630903066734
847,29,Tlaxcala,39,Xaloztoc,43549,2342829,0.018588211090096632
848,14,Jalisco,3,Ahualulco de Mercado,43486,14729215,0.002952363720673505
849,31,Yucatán,48,Maxcanú,43437,3916927,0.011089560770471341
850,8,Chihuahua,65,Urique,43416,6847912,0.006340034743437124
851,29,Tlaxcala,28,Teolocholco,43370,2342829,0.01851180773330021
852,30,Veracruz de Ignacio de la Llave,134,Puente Nacional,43350,15332413,0.002827343615124377
853,13,Hidalgo,37,Metztitlán,43311,5333562,0.008120464335091632
854,24,San Luis Potosí,29,San Martín Chalchicuautla,43235,5184349,0.008339523438719115
855,32,Zacatecas,40,Sain Alto,43154,2991119,0.014427376510262548
856,30,Veracruz de Ignacio de la Llave,26,Banderilla,43153,15332413,0.0028144950178422665
857,20,Oaxaca,232,San Lucas Ojitlán,43055,7615962,0.005653258248925087
858,14,Jalisco,21,Casimiro Castillo,43053,14729215,0.0029229663631089643
859,7,Chiapas,38,Huixtán,43029,9645256,0.004461156863021573
860,12,Guerrero,27,Cutzamala de Pinzón,43023,6789085,0.006337083715994129
861,20,Oaxaca,107,San Antonio de la Cal,42926,7615962,0.0056363201392023755
862,24,San Luis Potosí,8,Cerritos,42832,5184349,0.00826178947443546
863,30,Veracruz de Ignacio de la Llave,80,Ixhuatlán del Café,42824,15332413,0.0027930372081680817
864,5,Coahuila de Zaragoza,36,Viesca,42814,5506909,0.00777459732855582
865,30,Veracruz de Ignacio de la Llave,147,Soledad Atzompa,42778,15332413,0.0027900370280920556
866,24,San Luis Potosí,15,Charcas,42702,5184349,0.008236714002085893
867,7,Chiapas,5,Amatán,42700,9645256,0.004427046830068585
868,12,Guerrero,62,Tlacoachistlahuaca,42695,6789085,0.006288770872658098
869,20,Oaxaca,68,Ocotlán de Morelos,42691,7615962,0.005605463892808289
870,14,Jalisco,55,Magdalena,42684,14729215,0.0028979141115123923
871,16,Michoacán de Ocampo,33,Gabriel Zamora,42665,8722733,0.004891242228783112
872,14,Jalisco,1,Acatic,42572,14729215,0.0028903101760684464
873,21,Puebla,116,Quimixtlán,42554,11567088,0.003678886163916104
874,7,Chiapas,21,Copainalá,42499,9645256,0.004406207569814632
875,14,Jalisco,33,Degollado,42419,14729215,0.00287992265711377
876,24,San Luis Potosí,12,Tancanhuitz,42416,5184349,0.008181547962916848
877,7,Chiapas,86,Suchiapa,42352,9645256,0.004390966916793085
878,30,Veracruz de Ignacio de la Llave,81,Ixhuatlancillo,42303,15332413,0.0027590569077417886
879,10,Durango,38,Vicente Guerrero,42246,3281041,0.0128757915551802
880,7,Chiapas,48,Juárez,42177,9645256,0.004372823282243623
881,19,Nuevo León,41,Pesquería,42055,9320338,0.004512175416814283
882,6,Colima,3,Comala,42011,1305330,0.03218419863176362
883,30,Veracruz de Ignacio de la Llave,6,Acultzingo,41954,15332413,0.0027362946719475924
884,16,Michoacán de Ocampo,3,Álvaro Obregón,41906,8722733,0.0048042282160877785
885,14,Jalisco,96,Tizapán el Alto,41775,14729215,0.002836200028311081
886,30,Veracruz de Ignacio de la Llave,72,Huayacocotla,41603,15332413,0.002713401993541395
887,7,Chiapas,66,Pantelhó,41329,9645256,0.004284904413112519
888,29,Tlaxcala,36,Totolac,41259,2342829,0.017610760324377066
889,21,Puebla,109,Pahuatlán,41236,11567088,0.0035649421876966787
890,20,Oaxaca,406,Santa María Chilchotla,41195,7615962,0.005409034341295295
891,24,San Luis Potosí,58,El Naranjo,41184,5184349,0.0079439096403425
892,32,Zacatecas,22,Juan Aldama,41086,2991119,0.013735996461524935
893,21,Puebla,217,Zoquitlán,41060,11567088,0.003549726603618819
894,16,Michoacán de Ocampo,16,Coeneo,41004,8722733,0.004700820258971586
895,21,Puebla,169,Tepexi de Rodríguez,40964,11567088,0.0035414271941218048
896,30,Veracruz de Ignacio de la Llave,172,Texistepec,40795,15332413,0.0026607031782929407
897,7,Chiapas,49,Larráinzar,40703,9645256,0.004220002040381302
898,21,Puebla,153,Tecali de Herrera,40611,11567088,0.003510909573783825
899,30,Veracruz de Ignacio de la Llave,112,Naolinco,40563,15332413,0.00264557183530081
900,30,Veracruz de Ignacio de la Llave,135,Rafael Delgado,40496,15332413,0.0026412020077987725
901,12,Guerrero,30,Florencio Villarreal,40392,6789085,0.0059495499025273655
902,30,Veracruz de Ignacio de la Llave,97,Lerdo de Tejada,40341,15332413,0.002631092705368685
903,11,Guanajuato,16,Huanímaro,40286,10990840,0.003665415928172915
904,10,Durango,26,San Dimas,40165,3281041,0.012241541632670851
905,13,Hidalgo,1,Acatlán,40164,5333562,0.007530427132936676
906,30,Veracruz de Ignacio de la Llave,22,Atzacan,40146,15332413,0.0026183745506985754
907,16,Michoacán de Ocampo,47,Jungapeo,40069,8722733,0.004593629083912118
908,22,Querétaro,10,Landa de Matamoros,39932,3660138,0.010909971154093097
909,11,Guanajuato,43,Victoria,39860,10990840,0.0036266563793122273
910,21,Puebla,183,Tlaola,39684,11567088,0.003430768400828281
911,20,Oaxaca,551,Tlacolula de Matamoros,39677,7615962,0.005209716119907111
912,30,Veracruz de Ignacio de la Llave,49,Cotaxtla,39664,15332413,0.0025869378812063046
913,1,Aguascalientes,9,Tepezalá,39563,2376187,0.016649783876437334
914,21,Puebla,189,Tochtepec,39501,11567088,0.0034149476514745976
915,30,Veracruz de Ignacio de la Llave,192,Vega de Alatorre,39490,15332413,0.0025755893739622068
916,16,Michoacán de Ocampo,19,Cotija,39410,8722733,0.004518079368014589
917,20,Oaxaca,28,Heroica Ciudad de Ejutla de Crespo,39378,7615962,0.005170456470239742
918,21,Puebla,35,Coxcatlán,39378,11567088,0.003404314033056548
919,6,Colima,4,Coquimatlán,38972,1305330,0.029856051726383368
920,13,Hidalgo,11,Atlapexco,38935,5333562,0.0072999995125209004
921,16,Michoacán de Ocampo,62,Pajacuarán,38923,8722733,0.004462248242609283
922,21,Puebla,212,Zautla,38887,11567088,0.0033618660115666103
923,24,San Luis Potosí,41,Tanlajás,38814,5184349,0.007486764490585028
924,24,San Luis Potosí,22,Moctezuma,38802,5184349,0.0074844498315989145
925,21,Puebla,134,San Matías Tlalancaleca,38697,11567088,0.0033454400969371027
926,7,Chiapas,11,Bella Vista,38631,9645256,0.0040051814073156795
927,30,Veracruz de Ignacio de la Llave,205,El Higo,38577,15332413,0.0025160423215836933
928,21,Puebla,58,Chilchotla,38539,11567088,0.0033317806521399335
929,20,Oaxaca,570,Zimatlán de Álvarez,38519,7615962,0.005057667041931144
930,14,Jalisco,61,Mezquitic,38507,14729215,0.002614328054821659
931,14,Jalisco,45,Ixtlahuacán del Río,38400,14729215,0.0026070635807814604
932,1,Aguascalientes,10,El Llano,38380,2376187,0.016151927436687433
933,12,Guerrero,73,Zirándaro,38353,6789085,0.005649214879471976
934,17,Morelos,22,Tetela del Volcán,38327,3558947,0.010769196619112338
935,31,Yucatán,33,Halachó,38172,3916927,0.00974539479546083
936,21,Puebla,47,Chiautla,38153,11567088,0.0032984101097873553
937,13,Hidalgo,78,Xochiatipan,38145,5333562,0.007151880863107994
938,21,Puebla,65,General Felipe Ángeles,38106,11567088,0.003294346857221109
939,21,Puebla,161,Tepanco de López,38067,11567088,0.0032909752221129468
940,12,Guerrero,43,Metlatónoc,38037,6789085,0.005602669579184824
941,16,Michoacán de Ocampo,105,Vista Hermosa,38031,8722733,0.00435998671517287
942,12,Guerrero,4,Alcozauca de Guerrero,37975,6789085,0.005593537273432281
943,21,Puebla,99,Cañada Morelos,37949,11567088,0.0032807738646062
944,24,San Luis Potosí,5,Cárdenas,37926,5184349,0.007315479725612608
945,21,Puebla,13,Altepexi,37854,11567088,0.0032725609072914463
946,17,Morelos,2,Atlatlahucan,37824,3558947,0.010627862679607199
947,13,Hidalgo,6,Alfajayucan,37813,5333562,0.007089633531962317
948,16,Michoacán de Ocampo,58,Nuevo Parangaricutiro,37791,8722733,0.0043324724028581405
949,12,Guerrero,20,Copanatoyac,37740,6789085,0.005558922888725064
950,12,Guerrero,78,Cochoapa el Grande,37729,6789085,0.005557302640930258
951,19,Nuevo León,5,Anáhuac,37680,9320338,0.004042771839390374
952,21,Puebla,48,Chiautzingo,37552,11567088,0.0032464523482487553
953,14,Jalisco,48,Jesús María,37518,14729215,0.0025471825891603865
954,30,Veracruz de Ignacio de la Llave,43,Comapa,37498,15332413,0.0024456685324090867
955,14,Jalisco,116,Villa Hidalgo,37478,14729215,0.002544466897930406
956,29,Tlaxcala,19,Tepetitla de Lardizábal,37471,2342829,0.015993911634182435
957,30,Veracruz de Ignacio de la Llave,157,Castillo de Teayo,37448,15332413,0.0024424074671090586
958,24,San Luis Potosí,1,Ahualulco,37414,5184349,0.007216720942205087
959,7,Chiapas,47,Jitotol,37373,9645256,0.0038747545943829797
960,14,Jalisco,36,Etzatlán,37343,14729215,0.0025353014400292207
961,30,Veracruz de Ignacio de la Llave,62,Chocamán,37210,15332413,0.0024268847962809247
962,7,Chiapas,14,El Bosque,37125,9645256,0.0038490424722786
963,21,Puebla,90,Juan C. Bonilla,37089,11567088,0.0032064249878621135
964,24,San Luis Potosí,7,Cedral,37088,5184349,0.007153839373082329
965,10,Durango,16,Nombre de Dios,37079,3281041,0.011300986485691583
966,32,Zacatecas,54,Villa Hidalgo,37027,2991119,0.012378979238204833
967,22,Querétaro,13,Peñamiller,37005,3660138,0.010110274530632452
968,16,Michoacán de Ocampo,77,San Lucas,37003,8722733,0.004242133744091445
969,20,Oaxaca,171,San José Tenango,36989,7615962,0.004856773182429219
970,21,Puebla,111,Pantepec,36955,11567088,0.003194840395439198
971,30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,36951,15332413,0.002409992478026779
972,16,Michoacán de Ocampo,80,Senguio,36884,8722733,0.004228491230902058
973,20,Oaxaca,23,Cuilápam de Guerrero,36856,7615962,0.004839309860001927
974,13,Hidalgo,15,Cardonal,36854,5333562,0.006909828741092726
975,16,Michoacán de Ocampo,15,Coalcomán de Vázquez Pallares,36849,8722733,0.004224478727022827
976,20,Oaxaca,467,Santiago Jamiltepec,36824,7615962,0.004835108158365286
977,15,México,94,Tepetlixpa,36692,30357152,0.0012086772830336653
978,32,Zacatecas,52,Villa García,36591,2991119,0.012233214392339455
979,13,Hidalgo,49,Pisaflores,36535,5333562,0.006850018805443716
980,8,Chihuahua,7,Balleza,36495,6847912,0.005329361709087383
981,11,Guanajuato,40,Tierra Blanca,36410,10990840,0.0033127586244545456
982,14,Jalisco,86,Tapalpa,36360,14729215,0.0024685633280524455
983,13,Hidalgo,53,San Bartolo Tutotepec,36351,5333562,0.006815520284567799
984,16,Michoacán de Ocampo,24,Cherán,36323,8722733,0.004164176525866377
985,14,Jalisco,25,Colotlán,36242,14729215,0.0024605520389240024
986,30,Veracruz de Ignacio de la Llave,129,Platón Sánchez,36096,15332413,0.002354228261396298
987,13,Hidalgo,82,Zapotlán de Juárez,36092,5333562,0.00676695986659572
988,32,Zacatecas,26,Mazapil,35966,2991119,0.012024262491729684
989,30,Veracruz de Ignacio de la Llave,132,Las Vigas de Ramírez,35945,15332413,0.002344379844190213
990,15,México,46,Jilotzingo,35940,30357152,0.0011839055257884534
991,29,Tlaxcala,26,Santa Cruz Tlaxcala,35940,2342829,0.015340428174655512
992,14,Jalisco,29,Cuquío,35850,14729215,0.002433938264870192
993,20,Oaxaca,386,Santa Cruz Zenzontepec,35813,7615962,0.004702360647282642
994,20,Oaxaca,6,Asunción Nochixtlán,35736,7615962,0.004692250302719473
995,16,Michoacán de Ocampo,49,Madero,35583,8722733,0.004079340729562626
996,18,Nayarit,7,Jala,35511,2178445,0.01630107714447691
997,12,Guerrero,42,Mártir de Cuilapan,35413,6789085,0.005216166832496574
998,14,Jalisco,125,San Ignacio Cerro Gordo,35335,14729215,0.0023989737402841903
999,14,Jalisco,123,Zapotlán del Rey,35319,14729215,0.002397887463792198
1000,28,Tamaulipas,19,Llera,35220,6556450,0.005371809439559518
1001,14,Jalisco,9,El Arenal,35148,14729215,0.002386277883784031
1002,14,Jalisco,109,Unión de San Antonio,35036,14729215,0.002378673948340085
1003,30,Veracruz de Ignacio de la Llave,196,Yanga,34963,15332413,0.002280332521697661
1004,30,Veracruz de Ignacio de la Llave,104,Mecayapan,34911,15332413,0.0022769410137856317
1005,13,Hidalgo,19,Chilcuautla,34882,5333562,0.0065400945934443065
1006,20,Oaxaca,205,San Juan Lalana,34855,7615962,0.0045765722045356845
1007,14,Jalisco,27,Cuautitlán de García Barragán,34815,14729215,0.0023636697542944412
1008,7,Chiapas,16,Catazajá,34815,9645256,0.0036095464962257093
1009,15,México,97,Texcaltitlán,34780,30357152,0.001145693772591052
1010,13,Hidalgo,9,El Arenal,34752,5333562,0.006515720638477625
1011,17,Morelos,9,Huitzilac,34723,3558947,0.009756537537648075
1012,7,Chiapas,114,Benemérito de las Américas,34684,9645256,0.003595964689791541
1013,13,Hidalgo,60,Tenango de Doria,34422,5333562,0.006453848291254513
1014,7,Chiapas,83,Socoltenango,34418,9645256,0.0035683863652763597
1015,13,Hidalgo,24,Huasca de Ocampo,34401,5333562,0.006449910960067587
1016,31,Yucatán,93,Tixkokob,34384,3916927,0.00877831013955583
1017,8,Chihuahua,55,Rosales,34379,6847912,0.00502036241119921
1018,16,Michoacán de Ocampo,67,Penjamillo,34370,8722733,0.0039402788094052635
1019,7,Chiapas,62,Ostuacán,34352,9645256,0.00356154362310342
1020,32,Zacatecas,37,Pánuco,34340,2991119,0.011480653227103302
1021,13,Hidalgo,70,Tlahuelilpan,34308,5333562,0.006432474207668347
1022,30,Veracruz de Ignacio de la Llave,75,Ignacio de la Llave,34292,15332413,0.0022365690253712835
1023,20,Oaxaca,207,San Juan Mazatlán,34252,7615962,0.00449739638932022
1024,21,Puebla,178,Tlacuilotepec,34250,11567088,0.0029609872424243683
1025,20,Oaxaca,124,San Blas Atempa,34213,7615962,0.004492275565450563
1026,14,Jalisco,87,Tecalitlán,34172,14729215,0.0023200150177725017
1027,13,Hidalgo,5,Ajacuba,34128,5333562,0.006398725654637558
1028,3,Baja California Sur,9,Loreto,34128,1283644,0.026586810673364266
1029,17,Morelos,1,Amacuzac,34124,3558947,0.00958822932738251
1030,21,Puebla,188,Tochimilco,34086,11567088,0.0029468090845336356
1031,24,San Luis Potosí,14,Coxcatlán,34055,5184349,0.006568809314342071
1032,13,Hidalgo,14,Calnali,34035,5333562,0.006381288902238317
1033,16,Michoacán de Ocampo,104,Villamar,34030,8722733,0.0039013002002927294
1034,14,Jalisco,114,Villa Corona,33971,14729215,0.002306368669341849
1035,7,Chiapas,1,Acacoyagua,33917,9645256,0.0035164437315090445
1036,32,Zacatecas,57,Trancoso,33897,2991119,0.011332548119951096
1037,30,Veracruz de Ignacio de la Llave,99,Maltrata,33810,15332413,0.0022051323558790127
1038,17,Morelos,16,Ocuituco,33779,3558947,0.009491290541837234
1039,13,Hidalgo,58,Tasquillo,33731,5333562,0.00632429134600854
1040,29,Tlaxcala,48,La Magdalena Tlaltelulco,33668,2342829,0.014370660428055142
1041,25,Sinaloa,5,Cosalá,33566,5550954,0.006046888516820712
1042,30,Veracruz de Ignacio de la Llave,27,Benito Juárez,33457,15332413,0.002182109234860814
1043,29,Tlaxcala,21,Nanacamilpa de Mariano Arista,33441,2342829,0.014273769020274206
1044,19,Nuevo León,47,Hidalgo,33273,9320338,0.003569934910085879
1045,21,Puebla,108,Oriental,33264,11567088,0.0028757453907154507
1046,14,Jalisco,88,Tecolotlán,33187,14729215,0.0022531411212342273
1047,21,Puebla,67,Guadalupe Victoria,33174,11567088,0.0028679646943119996
1048,17,Morelos,26,Tlayacapan,33104,3558947,0.009301627700553
1049,16,Michoacán de Ocampo,99,Tuzantla,33038,8722733,0.003787574376058513
1050,16,Michoacán de Ocampo,2,Aguililla,33012,8722733,0.0037845936588910838
1051,30,Veracruz de Ignacio de la Llave,95,Juchique de Ferrer,32960,15332413,0.002149694245778535
1052,24,San Luis Potosí,46,Villa de Arriaga,32910,5184349,0.006347952269417047
1053,16,Michoacán de Ocampo,40,Indaparapeo,32873,8722733,0.003768658286342136
1054,30,Veracruz de Ignacio de la Llave,67,Filomeno Mata,32836,15332413,0.002141606803834465
1055,30,Veracruz de Ignacio de la Llave,188,Totutla,32806,15332413,0.002139650164654448
1056,21,Puebla,170,Tepeyahualco,32794,11567088,0.002835112865052985
1057,21,Puebla,64,Francisco Z. Mena,32750,11567088,0.00283130896903352
1058,15,México,119,Zumpahuacán,32730,30357152,0.0010781643811646098
1059,30,Veracruz de Ignacio de la Llave,31,Carrillo Puerto,32717,15332413,0.002133845468420398
1060,30,Veracruz de Ignacio de la Llave,164,Teocelo,32707,15332413,0.0021331932553603924
1061,30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan,32696,15332413,0.002132475820994386
1062,23,Quintana Roo,3,Isla Mujeres,32643,2656424,0.012288324454228693
1063,21,Puebla,163,Tepatlaxco de Hidalgo,32576,11567088,0.0028162662893201815
1064,30,Veracruz de Ignacio de la Llave,111,Moloacán,32564,15332413,0.002123866608602312
1065,20,Oaxaca,350,San Sebastián Tutla,32482,7615962,0.004264989767543483
1066,16,Michoacán de Ocampo,31,Epitacio Huerta,32480,8722733,0.003723603599926766
1067,31,Yucatán,76,Tecoh,32420,3916927,0.008276896659039088
1068,19,Nuevo León,10,Carmen,32281,9320338,0.0034635010017877036
1069,26,Sonora,58,Santa Ana,32218,5346581,0.006025907023572635
1070,16,Michoacán de Ocampo,63,Panindícuaro,32154,8722733,0.0036862299923659247
1071,13,Hidalgo,55,Santiago de Anaya,32036,5333562,0.006006492471635279
1072,20,Oaxaca,526,Santos Reyes Nopala,32020,7615962,0.0042043277001644706
1073,29,Tlaxcala,4,Atltzayanca,31964,2342829,0.013643334618104864
1074,28,Tamaulipas,13,Güémez,31897,6556450,0.004864980286588016
1075,30,Veracruz de Ignacio de la Llave,122,Pajapan,31887,15332413,0.002079711784439931
1076,24,San Luis Potosí,38,Tampacán,31794,5184349,0.006132688983708465
1077,28,Tamaulipas,15,Gustavo Díaz Ordaz,31780,6556450,0.004847135263747912
1078,21,Puebla,49,Chiconcuautla,31534,11567088,0.0027261831154046724
1079,26,Sonora,70,General Plutarco Elías Calles,31506,5346581,0.005892737807582079
1080,24,San Luis Potosí,23,Rayón,31496,5184349,0.006075208285553307
1081,13,Hidalgo,44,Nopala de Villagrán,31453,5333562,0.00589718465820778
1082,12,Guerrero,79,José Joaquin de Herrera,31395,6789085,0.00462433450163019
1083,21,Puebla,214,Zinacatepec,31380,11567088,0.0027128694793365454
1084,21,Puebla,72,Huehuetla,31378,11567088,0.002712696574972024
1085,32,Zacatecas,44,Tabasco,31375,2991119,0.010489385410610544
1086,30,Veracruz de Ignacio de la Llave,46,Cosautlán de Carvajal,31355,15332413,0.0020450140496476323
1087,17,Morelos,10,Jantetelco,31331,3558947,0.008803446637446413
1088,19,Nuevo León,7,Aramberri,31324,9320338,0.0033608223221089193
1089,32,Zacatecas,35,Noria de Ángeles,31283,2991119,0.010458627690840785
1090,24,San Luis Potosí,56,Villa de Arista,31205,5184349,0.006019077805140048
1091,31,Yucatán,32,Espita,31201,3916927,0.007965683302241783
1092,20,Oaxaca,293,San Pablo Etla,31083,7615962,0.0040812966241165595
1093,14,Jalisco,74,San Julián,31032,14729215,0.0021068332562190176
1094,30,Veracruz de Ignacio de la Llave,50,Coxquihui,30995,15332413,0.0020215343794874295
1095,21,Puebla,211,Zaragoza,30893,11567088,0.0026707672665756497
