,entidad,nom_ent,mun,nom_mun,p_total,pob_edo,prop_pob_mun
373,4,Campeche,9,Escárcega,100875,1518965,0.06641035178559085
374,1,Aguascalientes,3,Calvillo,100677,2137856,0.04709250763381631
375,24,San Luis Potosí,54,Xilitla,100178,4836504,0.02071289509943546
376,4,Campeche,1,Calkiní,99831,1518965,0.06572304167640465
377,13,Hidalgo,61,Tepeapulco,99818,4694746,0.021261640139849953
378,11,Guanajuato,44,Villagrán,99671,9805461,0.010164845895567785
379,25,Sinaloa,9,Escuinapa,99570,5233792,0.01902444728411064
380,30,Veracruz de Ignacio de la Llave,65,Emiliano Zapata,99153,14264380,0.0069510907589394
381,31,Yucatán,59,Progreso,98935,3643791,0.027151667041276518
382,27,Tabasco,16,Teapa,98559,3982364,0.024748867757944777
383,30,Veracruz de Ignacio de la Llave,71,Huatusco,98243,14264380,0.006887295487080406
384,30,Veracruz de Ignacio de la Llave,83,Ixhuatlán de Madero,97345,14264380,0.0068243414715536185
385,13,Hidalgo,3,Actopan,97049,4694746,0.020671831873332443
386,24,San Luis Potosí,21,Mexquitic de Carmona,97018,4836504,0.020059530603096783
387,15,México,9,Amecameca,96860,28021837,0.003456589944477944
388,30,Veracruz de Ignacio de la Llave,11,Alvarado,96845,14264380,0.006789289124378347
389,7,Chiapas,40,Huixtla,96546,8641538,0.011172316779721388
390,14,Jalisco,35,Encarnación de Díaz,95833,13532532,0.007081675476547922
391,30,Veracruz de Ignacio de la Llave,173,Tezonapa,95802,14264380,0.0067161699281707305
392,7,Chiapas,69,Pijijiapan,95700,8641538,0.01107441754002586
393,25,Sinaloa,14,Rosario,95315,5233792,0.018211461212061925
394,8,Chihuahua,11,Camargo,95301,6519870,0.014617009234846707
395,8,Chihuahua,27,Guachochi,95257,6519870,0.014610260634031046
396,10,Durango,23,Pueblo Nuevo,95012,3036271,0.03129233194270208
397,30,Veracruz de Ignacio de la Llave,32,Catemaco,94340,14264380,0.006613676865030236
398,21,Puebla,186,Tlatlauquitepec,94317,10774602,0.008753641201781745
399,30,Veracruz de Ignacio de la Llave,47,Coscomatepec,94071,14264380,0.00659481870224994
400,15,México,92,Teotihuacán,93620,28021837,0.0033409658331821713
401,11,Guanajuato,21,Moroleón,93557,9805461,0.0095413158035099
402,25,Sinaloa,8,Elota,93098,5233792,0.017787867763946294
403,21,Puebla,4,Acatzingo,92475,10774602,0.008582683610958437
404,11,Guanajuato,19,Jerécuaro,92379,9805461,0.009421178667683243
405,1,Aguascalientes,7,Rincón de Romos,91899,2137856,0.04298652481738714
406,21,Puebla,43,Cuetzalan del Progreso,91664,10774602,0.008507414009352735
407,20,Oaxaca,390,Santa Lucía del Camino,91504,7026438,0.013022814689320535
408,13,Hidalgo,16,Cuautepec de Hinojosa,91141,4694746,0.019413403834840054
409,15,México,115,Xonacatlán,90548,28021837,0.003231337046175809
410,24,San Luis Potosí,3,Aquismón,90461,4836504,0.018703799273194027
411,12,Guerrero,53,San Marcos,90026,6243181,0.01441989267970927
412,5,Coahuila de Zaragoza,24,Parras,89866,5001962,0.017966150082707546
413,26,Sonora,48,Puerto Peñasco,89825,4811876,0.01866735551788949
414,12,Guerrero,48,Petatlán,89780,6243181,0.0143804896894708
415,17,Morelos,24,Tlaltizapán,89691,3230988,0.027759620277141232
416,21,Puebla,177,Tlacotepec de Benito Juárez,89194,10774602,0.008278171202982718
417,20,Oaxaca,482,Santiago Pinotepa Nacional,89028,7026438,0.012670431305307183
418,25,Sinaloa,13,Mocorito,88897,5233792,0.016985199258969404
419,30,Veracruz de Ignacio de la Llave,204,Agua Dulce,88853,14264380,0.006229012407128806
420,16,Michoacán de Ocampo,110,Zinapécuaro,88333,7953344,0.011106397510279952
421,15,México,103,Tlalmanalco,87984,28021837,0.003139836977854093
422,14,Jalisco,66,Poncitlán,87796,13532532,0.006487773315444589
423,30,Veracruz de Ignacio de la Llave,23,Atzalan,87247,14264380,0.006116424268001834
424,32,Zacatecas,24,Loreto,86991,2745469,0.03168529675621907
425,14,Jalisco,30,Chapala,86747,13532532,0.00641025641025641
426,30,Veracruz de Ignacio de la Llave,40,Coatzintla,86625,14264380,0.006072819148115796
427,30,Veracruz de Ignacio de la Llave,207,Tres Valles,86344,14264380,0.0060531197290032935
428,18,Nayarit,8,Xalisco,85850,1907068,0.045016748222926506
429,27,Tabasco,15,Tacotalpa,85682,3982364,0.02151536122765272
430,15,México,11,Atenco,85478,28021837,0.003050406723870387
431,12,Guerrero,56,Tecoanapa,85254,6243181,0.013655538738985782
432,25,Sinaloa,2,Angostura,85177,5233792,0.016274433527354547
433,21,Puebla,115,Quecholac,85085,10774602,0.007896811408904013
434,12,Guerrero,22,Coyuca de Catalán,85057,6243181,0.013623984311843593
435,20,Oaxaca,2,Acatlán de Pérez Figueroa,84950,7026438,0.01209005188688778
436,8,Chihuahua,45,Meoqui,84475,6519870,0.01295654667961171
437,24,San Luis Potosí,50,Villa de Reyes,84337,4836504,0.017437595420162995
438,12,Guerrero,52,San Luis Acatlán,83983,6243181,0.01345195662275369
439,15,México,111,Villa de Allende,83885,28021837,0.002993558202483299
440,13,Hidalgo,67,Tezontepec de Aldama,83836,4694746,0.017857409112228863
441,10,Durango,32,Santiago Papasquiaro,83743,3036271,0.027580871404429972
442,16,Michoacán de Ocampo,38,Huetamo,83211,7953344,0.010462391668208995
443,28,Tamaulipas,12,González,82969,6069690,0.013669396624868815
444,7,Chiapas,64,Oxchuc,82889,8641538,0.009591926807473393
445,7,Chiapas,20,La Concordia,82560,8641538,0.009553854880925132
446,24,San Luis Potosí,11,Ciudad Fernández,82327,4836504,0.01702200597787162
447,7,Chiapas,15,Cacahoatán,82069,8641538,0.009497036291456451
448,29,Tlaxcala,6,Calpulalpan,81866,2139699,0.038260521690200354
449,8,Chihuahua,36,Jiménez,81853,6519870,0.012554391421914854
450,21,Puebla,45,Chalchicomula de Sesma,81833,10774602,0.007594990515658954
451,20,Oaxaca,334,Villa de Tututepec de Melchor Ocampo,81823,7026438,0.011645018428967849
452,1,Aguascalientes,2,Asientos,81592,2137856,0.03816533948030176
453,15,México,3,Aculco,81002,28021837,0.0028906741553025236
454,12,Guerrero,75,Eduardo Neri,80721,6243181,0.012929466565201298
455,16,Michoacán de Ocampo,55,Múgica,80600,7953344,0.010134102083350098
456,5,Coahuila de Zaragoza,32,San Juan de Sabinas,80462,5001962,0.01608608781913977
457,30,Veracruz de Ignacio de la Llave,138,Río Blanco,80041,14264380,0.00561124984051182
458,17,Morelos,30,Yecapixtla,79785,3230988,0.024693685027613845
459,13,Hidalgo,29,Huichapan,79581,4694746,0.016951076799469025
460,15,México,112,Villa del Carbón,79182,28021837,0.0028257248088339104
461,20,Oaxaca,44,Loma Bonita,78775,7026438,0.011211228221184049
462,15,México,23,Coyotepec,78682,28021837,0.0028078815817820938
463,19,Nuevo León,17,Galeana,78644,8412172,0.009348834046664761
464,13,Hidalgo,8,Apan,78617,4694746,0.016745740877142236
465,1,Aguascalientes,6,Pabellón de Arteaga,78552,2137856,0.03674335408933062
466,30,Veracruz de Ignacio de la Llave,201,Zongolica,78318,14264380,0.005490459452145834
467,21,Puebla,110,Palmar de Bravo,78266,10774602,0.00726393420378776
468,30,Veracruz de Ignacio de la Llave,30,Camerino Z. Mendoza,78004,14264380,0.005468446578119764
469,7,Chiapas,9,Arriaga,78002,8641538,0.009026402476040724
470,30,Veracruz de Ignacio de la Llave,105,Medellín,77902,14264380,0.005461295899296009
471,30,Veracruz de Ignacio de la Llave,77,Isla,77894,14264380,0.005460735061741205
472,20,Oaxaca,324,San Pedro Pochutla,77720,7026438,0.011061081019999038
473,15,México,18,Calimaya,77549,28021837,0.002767448829282677
474,7,Chiapas,51,Mapastepec,77544,8641538,0.008973402651241018
475,14,Jalisco,94,Tequila,77509,13532532,0.005727605151792731
476,20,Oaxaca,57,Matías Romero Avendaño,77206,7026438,0.010987928734303213
477,16,Michoacán de Ocampo,79,Salvador Escalante,77130,7953344,0.009697807614004876
478,13,Hidalgo,46,San Felipe Orizatlán,77021,4694746,0.016405786383331494
479,24,San Luis Potosí,16,Ebano,76812,4836504,0.015881719523027377
480,30,Veracruz de Ignacio de la Llave,130,Playa Vicente,76801,14264380,0.005384110630816061
481,30,Veracruz de Ignacio de la Llave,14,Amatlán de los Reyes,76642,14264380,0.005372963984414324
482,30,Veracruz de Ignacio de la Llave,73,Hueyapan de Ocampo,76538,14264380,0.005365673096201868
483,4,Campeche,11,Candelaria,76410,1518965,0.050303989887851265
484,16,Michoacán de Ocampo,12,Buenavista,76294,7953344,0.009592694594877325
485,7,Chiapas,92,Tecpatán,76294,8641538,0.008828752474385925
486,30,Veracruz de Ignacio de la Llave,4,Actopan,76155,14264380,0.00533882299826561
487,19,Nuevo León,49,Santiago,76137,8412172,0.009050813511659058
488,14,Jalisco,50,Jocotepec,76062,13532532,0.005620677638153747
489,8,Chihuahua,31,Guerrero,75737,6519870,0.011616335908538054
490,7,Chiapas,93,Tenejapa,75656,8641538,0.008754923024119086
491,30,Veracruz de Ignacio de la Llave,86,Jalacingo,75611,14264380,0.005300686044538914
492,13,Hidalgo,41,Mixquiahuala de Juárez,75549,4694746,0.016092244394052414
493,18,Nayarit,12,San Blas,75484,1907068,0.039581179066504185
494,15,México,53,Melchor Ocampo,75465,28021837,0.002693078258930705
495,32,Zacatecas,36,Ojocaliente,75335,2745469,0.027439756194661095
496,24,San Luis Potosí,32,Santa María del Río,75248,4836504,0.015558345449523043
497,12,Guerrero,3,Ajuchitlán del Progreso,75150,6243181,0.012037132993581317
498,31,Yucatán,79,Tekax,75079,3643791,0.020604639508687517
499,30,Veracruz de Ignacio de la Llave,89,Jáltipan,74705,14264380,0.005237171191457323
500,12,Guerrero,61,Tixtla de Guerrero,74640,6243181,0.011955443867477173
501,18,Nayarit,16,Tecuala,74604,1907068,0.03911973773352602
502,14,Jalisco,91,Teocaltiche,74404,13532532,0.0054981580682757665
503,7,Chiapas,41,La Independencia,74058,8641538,0.008570002238027537
504,29,Tlaxcala,34,Tlaxco,73575,2139699,0.03438567761166407
505,7,Chiapas,46,Jiquipilas,73083,8641538,0.008457175100080564
506,15,México,36,Hueypoxtla,73024,28021837,0.0026059676244637353
507,12,Guerrero,50,Pungarabato,72946,6243181,0.011684107829005759
508,32,Zacatecas,5,Calera,72668,2745469,0.02646833746802459
509,14,Jalisco,85,Tamazula de Gordiano,72395,13532532,0.005349701002000217
510,17,Morelos,20,Tepoztlán,72379,3230988,0.022401506907484645
511,7,Chiapas,80,Siltepec,71909,8641538,0.008321319653978261
512,24,San Luis Potosí,40,Tamuín,71808,4836504,0.014847087896546762
513,30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan,71338,14264380,0.005001128685579044
514,31,Yucatán,89,Ticul,71315,3643791,0.019571649416775
515,29,Tlaxcala,44,Zacatelco,70659,2139699,0.033022869104486194
516,14,Jalisco,16,Ayotlán,70398,13532532,0.005202130687738259
517,12,Guerrero,34,Huitzuco de los Figueroa,70191,6243181,0.01124282637328631
518,22,Querétaro Arteaga,7,Ezequiel Montes,69909,3201198,0.021838386753958987
519,13,Hidalgo,2,Acaxochitlán,69814,4694746,0.014870666059463068
520,7,Chiapas,74,Reforma,69792,8641538,0.008076340114456477
521,20,Oaxaca,278,San Miguel Soyaltepec,69732,7026438,0.00992423187965225
522,18,Nayarit,1,Acaponeta,69617,1907068,0.036504728724932725
523,14,Jalisco,82,Sayula,69612,13532532,0.0051440484308479745
524,12,Guerrero,32,General Heliodoro Castillo,69590,6243181,0.011146561344289074
525,4,Campeche,6,Hopelchén,69506,1518965,0.04575878970219854
526,24,San Luis Potosí,49,Villa de Ramos,69319,4836504,0.014332459975221772
527,11,Guanajuato,8,Manuel Doblado,69297,9805461,0.007067184296587381
528,30,Veracruz de Ignacio de la Llave,94,Juan Rodríguez Clara,69283,14264380,0.004857063538688678
529,20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,69267,7026438,0.009858053255433265
530,21,Puebla,199,Xiutetelco,69155,10774602,0.006418334524096575
531,11,Guanajuato,29,San Diego de la Unión,69082,9805461,0.0070452577395392225
532,13,Hidalgo,84,Zimapán,69024,4694746,0.014702392845108127
533,7,Chiapas,12,Berriozábal,69000,8641538,0.007984689762401092
534,7,Chiapas,102,Tuxtla Chico,68254,8641538,0.007898362536853972
535,30,Veracruz de Ignacio de la Llave,161,Tempoal,67754,14264380,0.004749873461026698
536,21,Puebla,180,Tlahuapan,67681,10774602,0.006281531327096816
537,13,Hidalgo,73,Tlanchinol,67443,4694746,0.014365633412329442
538,20,Oaxaca,318,San Pedro Mixtepec - Dto. 22 -,67419,7026438,0.009595046594021038
539,27,Tabasco,9,Jalapa,67192,3982364,0.016872390369137527
540,17,Morelos,31,Zacatepec de Hidalgo,67136,3230988,0.02077878345571076
541,19,Nuevo León,14,Dr. Arroyo,66870,8412172,0.007949195522868529
542,20,Oaxaca,469,Santiago Juxtlahuaca,66823,7026438,0.009510224099323157
543,12,Guerrero,51,Quechultenango,66763,6243181,0.010693747306060805
544,15,México,105,Tlatlaya,66667,28021837,0.002379108835726937
545,7,Chiapas,87,Suchiate,66495,8641538,0.007694810807983486
546,20,Oaxaca,413,Santa María Huatulco,66441,7026438,0.009455858003728205
547,30,Veracruz de Ignacio de la Llave,15,Angel R. Cabada,66275,14264380,0.004646188618082244
548,11,Guanajuato,39,Tarimoro,66197,9805461,0.006751033939148807
549,15,México,84,Temascalapa,66145,28021837,0.0023604805066848402
550,21,Puebla,51,Chietla,65709,10774602,0.006098508325411927
551,23,Quintana Roo,6,José María Morelos,65621,2277710,0.028810076787650754
552,32,Zacatecas,49,Valparaíso,65592,2745469,0.023891000044072616
553,24,San Luis Potosí,53,Axtla de Terrazas,65581,4836504,0.013559587669109753
554,22,Querétaro Arteaga,8,Huimilpan,65525,3201198,0.020468899455766246
555,25,Sinaloa,3,Badiraguato,65398,5233792,0.012495337988211988
556,29,Tlaxcala,15,Ixtacuixtla de Mariano Matamoros,65258,2139699,0.03049868229129424
557,21,Puebla,3,Acatlán,65107,10774602,0.006042636192037534
558,14,Jalisco,108,Tuxpan,65041,13532532,0.0048062698096705036
559,7,Chiapas,81,Simojovel,65012,8641538,0.007523197838162605
560,7,Chiapas,94,Teopisca,64880,8641538,0.007507922779486707
561,29,Tlaxcala,18,Contla de Juan Cuamatzi,64696,2139699,0.03023602852550756
562,18,Nayarit,10,Rosamorada,64587,1907068,0.03386717201484163
563,8,Chihuahua,40,Madera,64569,6519870,0.009903418319690424
564,30,Veracruz de Ignacio de la Llave,92,Xico,64493,14264380,0.004521262052749576
565,26,Sonora,19,Cananea,64443,4811876,0.013392489748281129
566,20,Oaxaca,59,Miahuatlán de Porfirio Díaz,64436,7026438,0.009170507161665698
567,25,Sinaloa,7,Choix,64323,5233792,0.012289941977059845
568,19,Nuevo León,44,Sabinas Hidalgo,64275,8412172,0.007640713955920065
569,10,Durango,8,Guadalupe Victoria,64225,3036271,0.021152591451817047
570,14,Jalisco,100,Tomatlán,64153,13532532,0.0047406501606646854
571,10,Durango,14,Mezquital,63926,3036271,0.021054115393520537
572,16,Michoacán de Ocampo,65,Paracho,63826,7953344,0.008025052103869768
573,16,Michoacán de Ocampo,97,Turicato,63780,7953344,0.008019268373152224
574,15,México,21,Coatepec Harinas,63720,28021837,0.002273940855483529
575,16,Michoacán de Ocampo,35,La Huacana,63703,7953344,0.00800958691086416
576,15,México,64,El Oro,63703,28021837,0.002273334185763767
577,20,Oaxaca,41,Huautla de Jiménez,63675,7026438,0.009062201929341724
578,11,Guanajuato,18,Jaral del Progreso,63662,9805461,0.00649250453395307
579,30,Veracruz de Ignacio de la Llave,115,Nogales,63636,14264380,0.004461182329691161
580,7,Chiapas,26,Chenalhó,63584,8641538,0.007357949476123347
581,16,Michoacán de Ocampo,45,Jiquilpan,63514,7953344,0.00798582332161164
582,10,Durango,4,Cuencamé,63456,3036271,0.02089932025171666
583,16,Michoacán de Ocampo,9,Ario,63448,7953344,0.007977524925364727
584,7,Chiapas,109,Yajalón,63330,8641538,0.007328556560186393
585,13,Hidalgo,59,Tecozautla,63246,4694746,0.01347165533556022
586,31,Yucatán,52,Motul,63138,3643791,0.01732755802953572
587,12,Guerrero,7,Arcelia,62992,6243181,0.010089728297161335
588,18,Nayarit,9,Del Nayar,62886,1907068,0.032975226892800885
589,30,Veracruz de Ignacio de la Llave,142,San Juan Evangelista,62215,14264380,0.004361563559019039
590,7,Chiapas,111,Zinacantán,62175,8641538,0.007194899796772287
591,15,México,96,Tequixquiac,62165,28021837,0.002218448419352379
592,32,Zacatecas,51,Villa de Cos,61693,2745469,0.022470841958149957
593,15,México,19,Capulhuac,61682,28021837,0.002201211862020324
594,16,Michoacán de Ocampo,17,Contepec,61411,7953344,0.0077214062411986705
595,17,Morelos,3,Axochiapan,61236,3230988,0.018952716630331032
596,8,Chihuahua,9,Bocoyna,61211,6519870,0.00938837737562252
597,30,Veracruz de Ignacio de la Llave,101,Mariano Escobedo,61030,14264380,0.004278489496213646
598,7,Chiapas,37,Huehuetán,61016,8641538,0.007060780152792246
599,15,México,86,Temascaltepec,60685,28021837,0.002165632467279001
600,14,Jalisco,22,Cihuatlán,60631,13532532,0.004480388444675394
601,16,Michoacán de Ocampo,25,Chilchota,60611,7953344,0.00762081962002398
602,21,Puebla,34,Coronango,60517,10774602,0.005616634377770984
603,31,Yucatán,19,Chemax,60392,3643791,0.01657394729829455
604,16,Michoacán de Ocampo,85,Tangancícuaro,60156,7953344,0.0075636109792308745
605,15,México,40,Ixtapan de la Sal,60151,28021837,0.0021465759007876606
606,24,San Luis Potosí,10,Ciudad del Maíz,59834,4836504,0.012371332681622924
607,30,Veracruz de Ignacio de la Llave,126,Paso de Ovejas,59810,14264380,0.004192961769105983
608,15,México,65,Otumba,59804,28021837,0.0021341927012137
609,17,Morelos,25,Tlaquiltenango,59570,3230988,0.018437084879300077
610,7,Chiapas,79,San Fernando,59439,8641538,0.006878289489671861
611,20,Oaxaca,73,Putla Villa de Guerrero,59393,7026438,0.008452789308039152
612,7,Chiapas,68,Pichucalco,59273,8641538,0.0068590799461855055
613,15,México,32,Donato Guerra,59248,28021837,0.0021143510327320796
614,19,Nuevo León,4,Allende,59241,8412172,0.007042295378648939
615,24,San Luis Potosí,57,Matlapa,59146,4836504,0.012229081171027669
616,10,Durango,1,Canatlán,58960,3036271,0.019418556512248084
617,13,Hidalgo,23,Francisco I. Madero,58949,4694746,0.012556376851910625
618,13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,58516,4694746,0.012464146090118613
619,30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán,58411,14264380,0.0040948853017095735
620,12,Guerrero,59,Tepecoacuilco de Trujano,58044,6243181,0.009297183599194065
621,7,Chiapas,8,Angel Albino Corzo,58039,8641538,0.006716281291594159
622,1,Aguascalientes,11,San Francisco de los Romo,57935,2137856,0.027099580140102983
623,7,Chiapas,100,Tumbalá,57839,8641538,0.006693137263297343
624,32,Zacatecas,55,Villanueva,57750,2745469,0.021034657466538504
625,8,Chihuahua,62,Saucillo,57594,6519870,0.008833611713116979
626,14,Jalisco,46,Jalostotitlán,57394,13532532,0.004241187089008916
627,13,Hidalgo,54,San Salvador,57281,4694746,0.012201086065146017
628,18,Nayarit,18,Tuxpan,57139,1907068,0.029961700369362812
629,12,Guerrero,76,Acatepec,57088,6243181,0.00914405653143806
630,27,Tabasco,11,Jonuta,57016,3982364,0.014317124200600448
631,7,Chiapas,30,Chicomuselo,56977,8641538,0.006593386501338072
632,21,Puebla,94,Libres,56805,10774602,0.005272120492246488
633,30,Veracruz de Ignacio de la Llave,211,San Rafael,56792,14264380,0.003981385801556043
634,15,México,123,Luvianos,56780,28021837,0.002026276864004312
635,28,Tamaulipas,2,Aldama,56424,6069690,0.009296026650454965
636,30,Veracruz de Ignacio de la Llave,149,Soteapan,56315,14264380,0.003947945862350834
637,14,Jalisco,64,Ojuelos de Jalisco,56303,13532532,0.004160566551773164
638,19,Nuevo León,45,Salinas Victoria,56291,8412172,0.006691613057840472
639,31,Yucatán,38,Hunucmá,56221,3643791,0.01542926035000361
640,20,Oaxaca,565,Villa de Zaachila,56031,7026438,0.007974310738954788
641,7,Chiapas,72,Pueblo Nuevo Solistahuacán,55763,8641538,0.006452902249576406
642,29,Tlaxcala,43,Yauhquemecan,55721,2139699,0.02604151331565795
643,20,Oaxaca,198,San Juan Guichicovi,55391,7026438,0.007883226180889947
644,7,Chiapas,32,Escuintla,55089,8641538,0.006374906874216141
645,30,Veracruz de Ignacio de la Llave,125,Paso del Macho,54819,14264380,0.0038430692396024223
646,13,Hidalgo,83,Zempoala,54785,4694746,0.011669427909411926
647,14,Jalisco,121,Zapotiltic,54668,13532532,0.0040397465899212354
648,13,Hidalgo,62,Tepehuacán de Guerrero,54566,4694746,0.01162278001834391
649,12,Guerrero,54,San Miguel Totolapan,54516,6243181,0.008732087056261864
650,25,Sinaloa,4,Concordia,54487,5233792,0.010410616241531952
651,14,Jalisco,78,San Miguel el Alto,54455,13532532,0.004024006741679975
652,13,Hidalgo,52,San Agustín Tlaxiaca,54310,4694746,0.011568250976730157
653,31,Yucatán,56,Oxkutzcab,54237,3643791,0.014884772480090104
654,24,San Luis Potosí,25,Salinas,54179,4836504,0.011202099698459879
655,15,México,8,Amatepec,54165,28021837,0.0019329567865233105
656,24,San Luis Potosí,36,Tamasopo,54095,4836504,0.011184731781468598
657,10,Durango,34,Tamazula,54048,3036271,0.017800782604714797
658,4,Campeche,5,Hecelchakán,53968,1518965,0.03552945591241405
659,30,Veracruz de Ignacio de la Llave,191,Ursulo Galván,53861,14264380,0.0037759089424146018
660,30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado,53758,14264380,0.003768688158896496
661,30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,53685,14264380,0.0037635705162089063
662,21,Puebla,179,Tlachichuca,53625,10774602,0.004976981980401689
663,21,Puebla,194,Venustiano Carranza,53393,10774602,0.004955449862556408
664,27,Tabasco,7,Emiliano Zapata,53311,3982364,0.013386772278978014
665,12,Guerrero,41,Malinaltepec,53306,6243181,0.008538275600210855
666,7,Chiapas,71,Villa Comaltitlán,53054,8641538,0.006139416386296051
667,13,Hidalgo,13,Atotonilco de Tula,53000,4694746,0.011289215646597281
668,7,Chiapas,13,Bochil,52930,8641538,0.006125067088752025
669,15,México,56,Morelos,52892,28021837,0.0018875279304493848
670,15,México,44,Jaltenco,52718,28021837,0.0018813184874353526
671,15,México,63,Ocuilan,52670,28021837,0.0018796055376383782
672,32,Zacatecas,34,Nochistlán de Mejía,52615,2745469,0.01916430307535798
673,7,Chiapas,2,Acala,52495,8641538,0.006074728827206453
674,16,Michoacán de Ocampo,20,Cuitzeo,52480,7953344,0.006598482349059716
675,21,Puebla,76,Hueytamalco,52464,10774602,0.0048692285803225025
676,30,Veracruz de Ignacio de la Llave,13,Naranjos Amatlán,52454,14264380,0.003677271637463388
677,16,Michoacán de Ocampo,83,Tancítaro,52373,7953344,0.006585028888477601
678,16,Michoacán de Ocampo,106,Yurécuaro,52326,7953344,0.0065791194244835885
679,21,Puebla,54,Chignautla,52205,10774602,0.004845190569452124
680,5,Coahuila de Zaragoza,22,Nava,52068,5001962,0.01040951530619385
681,30,Veracruz de Ignacio de la Llave,9,Alto Lucero de Gutiérrez Barrios,52018,14264380,0.0036467059907265512
682,13,Hidalgo,81,Zacualtipán de Ángeles,51987,4694746,0.011073442524899111
683,18,Nayarit,6,Ixtlán del Río,51542,1907068,0.027026828618591472
684,15,México,10,Apaxco,51494,28021837,0.0018376382676125052
685,28,Tamaulipas,39,Tula,51492,6069690,0.008483464559145525
686,26,Sonora,36,Magdalena,51421,4811876,0.01068626872346669
687,6,Colima,5,Cuauhtémoc,51402,1140082,0.04508623063955049
688,15,México,93,Tepetlaoxtoc,51137,28021837,0.001824898203497508
689,14,Jalisco,119,Zacoalco de Torres,51135,13532532,0.0037786720179194848
690,21,Puebla,142,San Salvador el Seco,51106,10774602,0.004743191442245384
691,21,Puebla,69,Huaquechula,50924,10774602,0.004726299867039172
692,30,Veracruz de Ignacio de la Llave,16,La Antigua,50909,14264380,0.0035689598846917986
693,7,Chiapas,6,Amatenango de la Frontera,50865,8641538,0.005886104996587413
694,22,Querétaro Arteaga,2,Pinal de Amoles,50858,3201198,0.015887177238021515
695,20,Oaxaca,134,San Felipe Jalapa de Díaz,50792,7026438,0.007228698239420885
696,16,Michoacán de Ocampo,93,Tlalpujahua,50755,7953344,0.006381592447151789
697,15,México,100,Tezoyuca,50744,28021837,0.00181087342703478
698,12,Guerrero,68,La Unión de Isidoro Montes de Oca,50722,6243181,0.008124384027949854
699,12,Guerrero,71,Xochistlahuaca,50511,6243181,0.008090587154208727
700,21,Puebla,83,Ixtacamaxtitlán,50379,10774602,0.004675717952273319
701,14,Jalisco,24,Cocula,50358,13532532,0.003721254825039394
702,7,Chiapas,75,Las Rosas,50195,8641538,0.005808572501793083
703,16,Michoacán de Ocampo,56,Nahuatzen,50110,7953344,0.006300494483829694
704,6,Colima,1,Armería,50060,1140082,0.04390912232628881
705,15,México,80,Sultepec,49972,28021837,0.001783323484466775
706,24,San Luis Potosí,17,Guadalcázar,49940,4836504,0.010325640173149861
707,30,Veracruz de Ignacio de la Llave,210,Uxpanapa,49913,14264380,0.003499135609118658
708,30,Veracruz de Ignacio de la Llave,121,Ozuluama de Mascareñas,49821,14264380,0.003492685977238408
709,7,Chiapas,112,San Juan Cancuc,49812,8641538,0.005764251687604683
710,30,Veracruz de Ignacio de la Llave,66,Espinal,49791,14264380,0.0034905828364078916
711,7,Chiapas,4,Altamirano,49698,8641538,0.005751059591475499
712,26,Sonora,3,Alamos,49690,4811876,0.010326533767703075
713,29,Tlaxcala,31,Tetla de la Solidaridad,49590,2139699,0.023176157020216394
714,30,Veracruz de Ignacio de la Llave,34,Cerro Azul,49549,14264380,0.00347361750037506
715,13,Hidalgo,10,Atitalaquia,49515,4694746,0.01054689646681631
716,13,Hidalgo,74,Tlaxcoapan,49506,4694746,0.010544979430197075
717,29,Tlaxcala,41,Papalotla de Xicohténcatl,49257,2139699,0.023020527653655958
718,30,Veracruz de Ignacio de la Llave,158,Tecolutla,49137,14264380,0.0034447343663026363
719,16,Michoacán de Ocampo,98,Tuxpan,49094,7953344,0.006172749474937837
720,7,Chiapas,103,Tuzantán,49023,8641538,0.005672948495973749
721,30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,48993,14264380,0.003434639290316158
722,21,Puebla,172,Tetela de Ocampo,48950,10774602,0.004543091243648721
723,21,Puebla,104,Nopalucan,48869,10774602,0.004535573564573429
724,7,Chiapas,3,Acapetahua,48852,8641538,0.005653160351779972
725,30,Veracruz de Ignacio de la Llave,69,Gutiérrez Zamora,48729,14264380,0.0034161316510076148
726,31,Yucatán,40,Izamal,48699,3643791,0.013364926802881944
727,10,Durango,39,Nuevo Ideal,48667,3036271,0.016028542906743173
728,16,Michoacán de Ocampo,84,Tangamandapio,48580,7953344,0.006108122570833098
729,20,Oaxaca,14,Ciudad Ixtepec,48415,7026438,0.006890404497983189
730,30,Veracruz de Ignacio de la Llave,151,Tamiahua,48391,14264380,0.003392436264317131
731,21,Puebla,118,Los Reyes de Juárez,48327,10774602,0.004485270082365919
732,14,Jalisco,77,San Martín Hidalgo,48317,13532532,0.0035704330867275982
733,7,Chiapas,54,Mazatán,48307,8641538,0.005590092874671152
734,15,México,15,Atlautla,48288,28021837,0.001723227495756256
735,28,Tamaulipas,25,Miguel Alemán,48141,6069690,0.007931377055500363
736,15,México,68,Ozumba,48116,28021837,0.0017170894256504311
737,22,Querétaro Arteaga,18,Tolimán,48111,3201198,0.015029060995289889
